FIRMA;GRUPPE;HR;FRACHTBRIEF;STATUS;ERF_ART;DATUM;ABSENDER;ABS_NAME;ABS_STRASSE;ABS_LAND;ABS_PLZ;ABS_ORT;ABW_LAD;ABS_BEM;EMPFAENGER;EMPF_NAME;EMPF_STRASSE;EMPF_LAND;EMPF_PLZ;EMPF_ORT;ABW_ENTL;EMPF_BEM;ABL_STELLE;ZEICHEN;ANZAHL1;VERP1;ANZAHL2;VERP2;PAL_KLASSE;LG;PAL_BUH;INHALT;BRUTTO;TARA;LM;LMJ;RM;LAGERO;UNR;GGVS;IMO;ADR;HL_BEREICH;HL_UNTERN;HLU_NAME;HL_REISE;HL_DATUM;HL_LKW;VL_BEREICH;VL_UNTERN;VLU_NAME;VL_REISE;VL_DATUM;VL_LKW;FRANKATUR;TRART;ID
1;VW;H;8766610;;FBR;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;31523591;;;1;001210;;;;Automobilteile;;7;0;;0,053;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;839
1;VW;H;8766612;;FBR;12.06.2013;157579;GEDIA;Röntgenstr.2;D;57439;Attendorn;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80183761;1;111820;;;;;;;476;112;0,13;0,13;0,91;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;840
1;VW;H;8766612;;FBR;12.06.2013;157579;GEDIA;Röntgenstr.2;D;57439;Attendorn;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80183761;1;111820;;;;;;;476;112;0,13;0,13;0,91;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;841
1;VW;H;8766612;;FBR;12.06.2013;157579;GEDIA;Röntgenstr.2;D;57439;Attendorn;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80183763;1;111820;;;;;;;;112;0,13;0,13;0,91;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;842
1;VW;H;8766612;;FBR;12.06.2013;157579;GEDIA;Röntgenstr.2;D;57439;Attendorn;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80183763;1;111820;;;;;;;;112;0,13;0,13;0,91;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;843
1;VW;H;8766614;;FBR;12.06.2013;100388;Kayser A. GmbH & Co. KG;Hullerser Landstr.48;D;37574;Einbeck;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80432485;1;VW0012;;;;;;Automobilteile;93;48;0,17;0,17;0,198;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;844
1;VW;H;8766614;;FBR;12.06.2013;100388;Kayser A. GmbH & Co. KG;Hullerser Landstr.48;D;37574;Einbeck;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80432485;;;5;006280;;;;Automobilteile;;15;0;;0,33;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;845
1;VW;H;8766614;;FBR;12.06.2013;100388;Kayser A. GmbH & Co. KG;Hullerser Landstr.48;D;37574;Einbeck;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80432485;;;1;001210;;;;Automobilteile;;7;0;;0,053;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;846
1;VW;H;8766615;;FBR;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80684806;1;VW0012;;;;;;;197;48;0,17;0,17;0,198;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;847
1;VW;H;8766615;;FBR;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80684806;;;8;004147;;;;;;8;0;;0,136;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;848
1;VW;H;8766615;;FBR;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80684806;;;1;001210;;;;;;7;0;;0,053;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;849
1;VW;H;8766615;;FBR;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;80684809;2;003147;;;;;;;;2;0;0;0,018;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;600079;;088;12.06.2013;GS-BL129;01;GSV;850
1;VW;H;8770193;;FBR;13.06.2013;165867;KSM Castings Group GmbH;Cheruskerring 38;D;31137;Hildesheim;;;511002;Volkswagen AG;;D;38440;Wolfsburg;;;101P4;;2;111820;;;;;;;;224;0,26;0,26;1,82;;;;;;FV;601352;;119;13.06.2013;WF-AH27;NV;600310;;057;13.06.2013;GF-VE114;01;GSV;851
1;VW;H;8770193;;FBR;13.06.2013;165867;KSM Castings Group GmbH;Cheruskerring 38;D;31137;Hildesheim;;;511002;Volkswagen AG;;D;38440;Wolfsburg;;;101P4;;2;111820;;;;;;;;224;0,26;0,26;1,82;;;;;;FV;601352;;119;13.06.2013;WF-AH27;NV;600310;;057;13.06.2013;GF-VE114;01;GSV;852
1;VW;H;8770194;;FBR;13.06.2013;165867;KSM Castings Group GmbH;Cheruskerring 38;D;31137;Hildesheim;;;511002;Volkswagen AG;;D;38440;Wolfsburg;;;101P3;;3;111820;;;;;;;;336;0,39;0,39;2,73;;;;;;FV;601352;;119;13.06.2013;WF-AH27;NV;600310;;057;13.06.2013;GF-VE114;01;GSV;853
1;VW;H;8770194;;FBR;13.06.2013;165867;KSM Castings Group GmbH;Cheruskerring 38;D;31137;Hildesheim;;;511002;Volkswagen AG;;D;38440;Wolfsburg;;;101P3;;3;111820;;;;;;;;336;0,39;0,39;2,73;;;;;;FV;601352;;119;13.06.2013;WF-AH27;NV;600310;;057;13.06.2013;GF-VE114;01;GSV;854
1;VW;H;8766709;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004778;2;VW0012;;;;;;Automobilteile;1524;96;0,34;0,34;0,396;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;855
1;VW;H;8766709;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004778;;;60;006147;;;;Automobilteile;;114;0;;2,1;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;856
1;VW;H;8766709;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004778;;;2;001210;;;;Automobilteile;;14;0;;0,106;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;857
1;VW;H;8766709;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004779;1;VW0012;;;;;;Automobilteile;;48;0,17;0,17;0,198;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;858
1;VW;H;8766709;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004779;;;30;006147;;;;Automobilteile;;57;0;;1,05;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;859
1;VW;H;8766709;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004779;;;1;001210;;;;Automobilteile;;7;0;;0,053;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;860
1;VW;H;8766709;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004782;1;114003;;;;;;Automobilteile;;43;0,17;0,17;0,198;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;861
1;VW;H;8766709;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004782;;;10;006147;;;;Automobilteile;;19;0;;0,35;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;862
1;VW;H;8766709;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004782;;;1;001210;;;;Automobilteile;;7;0;;0,053;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;863
1;VW;H;8766712;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N1;13004783;1;0000PAL;;;0;;;Automobilteile;44;25;0,025;0,02;0,144;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;864
1;VW;H;8766712;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N1;13004783;;;2;006147;;;;;;3,8;0;;0,07;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;865
1;VW;H;8766716;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004781;1;DB0011;;;;;;Automobilteile;171;25;0,42;0,42;0,144;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;866
1;VW;H;8766716;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004781;;;8;004147;;;;Automobilteile;;8;0;;0,136;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;867
1;VW;H;8766716;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004788;1;DB0011;;;;;;Automobilteile;;25;0,42;0,42;0,144;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;868
1;VW;H;8766716;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;001N2;13004788;;;4;006147;;;;Automobilteile;;7,6;0;;0,14;;;;;;FV;605532;;059;13.06.2013;NI-ER49;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;869
1;VW;H;8766718;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;601P0;13004773;1;VW0012;;;;;;Automobilteile;836;48;0,17;0,17;0,198;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;870
1;VW;H;8766718;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;601P0;13004773;;;30;006147;;;;Automobilteile;;57;0;;1,05;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;871
1;VW;H;8766718;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;601P0;13004773;;;1;001210;;;;Automobilteile;;7;0;;0,053;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;872
1;VW;H;8766718;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;601P0;13004774;1;VW0012;;;;;;Automobilteile;;48;0,17;0,17;0,198;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;873
1;VW;H;8766718;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;601P0;13004774;;;15;006147;;;;Automobilteile;;28,5;0;;0,525;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;874
1;VW;H;8766718;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;601P0;13004774;;;1;001210;;;;Automobilteile;;7;0;;0,053;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;875
1;VW;H;8766718;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;601P0;13004775;1;114003;;;;;;Automobilteile;;43;0,17;0,17;0,198;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;876
1;VW;H;8766718;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;601P0;13004775;;;5;006147;;;;Automobilteile;;9,5;0;;0,175;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;877
1;VW;H;8766718;;FBR;12.06.2013;162824;Kuhnke Automotive GmbH & Co. KG;Lütjenburger Str. 101;D;23714;Malente;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;601P0;13004775;;;1;001210;;;;Automobilteile;;7;0;;0,053;;;;;;FV;600461;;122;13.06.2013;JL-LT214;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;878
1;VW;H;8766724;;FBR;12.06.2013;160322;Vibracoustic GmbH & Co. KG;Hörstener Str. 45-47;D;21079;Hamburg;;;514006;Scherm-Logistik Neu;Am Kraftwerk 23;D;34582;Borken;;;KOD86;41314117;1;114845;;;;;;Automobilteile;315;98;0,14;0,14;1;;;;;;FV;605840;;092;13.06.2013;HE-US26;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;879
1;VW;H;8766725;;FBR;12.06.2013;160322;Vibracoustic GmbH & Co. KG;Hörstener Str. 45-47;D;21079;Hamburg;;;514006;Scherm-Logistik Neu;Am Kraftwerk 23;D;34582;Borken;;;KOD86;41314078;2;0006PAL;;;2;;;Automobilteile;276;2;0,5;0,333;2,4;;;;;;FV;605840;;092;13.06.2013;HE-US26;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;880
1;VW;H;8758855;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;401D2;1;5;111902;;;;;;;900;1;0,25;0,25;1,55;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;881
1;VW;H;8758857;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;537001;Volkswagen AG;J.Jonasa 1;SK;81000;Bratislava;;;J01M8;1;2;111902;;;;;;;337;1;0,25;0,25;0,62;;;;;;FV;600922;;104;13.06.2013;PD430ED;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;882
1;VW;H;8758858;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;1;3;VW0012;;;;;;;1256;1;0,51;0,51;0,594;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;883
1;VW;H;8758858;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;1;90;EFLAMS;;;;;;;0;1;0,54;0;3,06;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;884
1;VW;H;8758858;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;2;3;VW1210;;;;;;;0;1;0;0;0,342;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;885
1;VW;H;8758859;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;1;4;VW0012;;;;;;;1112;1;0,68;0,68;0,792;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;886
1;VW;H;8758859;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;1;80;004147;;;;;;;0;1;0;0;1,36;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;887
1;VW;H;8758859;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;2;4;VW1210;;;;;;;0;1;0;0;0,456;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;888
1;VW;H;8758860;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;1;3;111902;;;;;;;600;1;0,25;0,25;0,93;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;889
1;VW;H;8758861;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;1;5;114003;;;;;;;930;1;0,85;0,17;0,99;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;890
1;VW;H;8758861;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;1;70;004147;;;;;;;0;1;0;0;1,19;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;891
1;VW;H;8758861;A;AVI;12.06.2013;168364;Sulzer Euroflamm;Bremer Heerstr. 39;D;28719;Bremen;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;2;5;001210;;;;;;;0;1;0;0;0,265;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;892
1;VW;H;8760217;X;AVI;12.06.2013;165332;Polytec Riesselmann GmbH;Brandstrassse 29;D;49393;Lohne;;Zbierska,Marta | ?+48-61-871-4108 | marta.zbierska/vw-poznan.pl;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;1;1;VW0012;;;;;;;248;1;0,17;0,17;0,198;;;;;;FV;600012;;061;13.06.2013;PKS-83YK;NV;603513;;059;12.06.2013;WOB-NC534;01;GSV;893
1;VW;H;8760217;X;AVI;12.06.2013;165332;Polytec Riesselmann GmbH;Brandstrassse 29;D;49393;Lohne;;Zbierska,Marta | ?+48-61-871-4108 | marta.zbierska/vw-poznan.pl;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;1;60;004147;;;;;;;0;1;0;0;1,02;;;;;;FV;600012;;061;13.06.2013;PKS-83YK;NV;603513;;059;12.06.2013;WOB-NC534;01;GSV;894
1;VW;H;8760217;X;AVI;12.06.2013;165332;Polytec Riesselmann GmbH;Brandstrassse 29;D;49393;Lohne;;Zbierska,Marta | ?+48-61-871-4108 | marta.zbierska/vw-poznan.pl;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;2;1;001210;;;;;;;0;1;0;0;0,053;;;;;;FV;600012;;061;13.06.2013;PKS-83YK;NV;603513;;059;12.06.2013;WOB-NC534;01;GSV;895
1;VW;H;8760217;X;AVI;12.06.2013;165332;Polytec Riesselmann GmbH;Brandstrassse 29;D;49393;Lohne;;Zbierska,Marta | ?+48-61-871-4108 | marta.zbierska/vw-poznan.pl;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;3;1;114003;;;;;;;0;1;0,17;0,17;0,198;;;;;;FV;600012;;061;13.06.2013;PKS-83YK;NV;603513;;059;12.06.2013;WOB-NC534;01;GSV;896
1;VW;H;8760217;X;AVI;12.06.2013;165332;Polytec Riesselmann GmbH;Brandstrassse 29;D;49393;Lohne;;Zbierska,Marta | ?+48-61-871-4108 | marta.zbierska/vw-poznan.pl;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;3;1;006280;;;;;;;0;1;0;0;0,066;;;;;;FV;600012;;061;13.06.2013;PKS-83YK;NV;603513;;059;12.06.2013;WOB-NC534;01;GSV;897
1;VW;H;8760218;X;AVI;12.06.2013;165332;Polytec Riesselmann GmbH;Brandstrassse 29;D;49393;Lohne;;Spoehnmann,Volker | ?+49-375-55-2788 | volker.spoehnmann/volkswagen.de;528081;Logistikzentrum Glauchau;Am Schafteich 2;D;08371;Glauchau;;;C0560;1;1;114003;;;;;;;58;1;0,17;0,17;0,198;;;;;;FV;600006;;039;13.06.2013;Z-WT310;NV;603513;;059;12.06.2013;WOB-NC534;01;GSV;898
1;VW;H;8760218;X;AVI;12.06.2013;165332;Polytec Riesselmann GmbH;Brandstrassse 29;D;49393;Lohne;;Spoehnmann,Volker | ?+49-375-55-2788 | volker.spoehnmann/volkswagen.de;528081;Logistikzentrum Glauchau;Am Schafteich 2;D;08371;Glauchau;;;C0560;1;1;006280;;;;;;;0;1;0;0;0,066;;;;;;FV;600006;;039;13.06.2013;Z-WT310;NV;603513;;059;12.06.2013;WOB-NC534;01;GSV;899
1;VW;H;8762118;F;FBR;12.06.2013;168912;Farmingtons Automotive GmbH;Beekebreite 18-20;D;49124;Georgsmarienhütte;;;537001;Volkswagen AG;J.Jonasa 1;SK;81000;Bratislava;;;J96C9;;9;VW0012;;;;;;;;432;1,53;1,53;1,782;;;;;;FV;600922;;104;13.06.2013;PD430ED;NV;602646;;065;12.06.2013;BS-XX780;01;GSV;900
1;VW;H;8762118;F;FBR;12.06.2013;168912;Farmingtons Automotive GmbH;Beekebreite 18-20;D;49124;Georgsmarienhütte;;;537001;Volkswagen AG;J.Jonasa 1;SK;81000;Bratislava;;;J96C9;;2;501486;;;;;;;;160;1,4;1,4;0,594;;;;;;FV;600922;;104;13.06.2013;PD430ED;NV;602646;;065;12.06.2013;BS-XX780;01;GSV;901
1;VW;H;8762118;F;FBR;12.06.2013;168912;Farmingtons Automotive GmbH;Beekebreite 18-20;D;49124;Georgsmarienhütte;;;537001;Volkswagen AG;J.Jonasa 1;SK;81000;Bratislava;;;J96C9;;;;9;001210;;;;;;63;0;0;0,477;;;;;;FV;600922;;104;13.06.2013;PD430ED;NV;602646;;065;12.06.2013;BS-XX780;01;GSV;902
1;VW;H;8762118;F;FBR;12.06.2013;168912;Farmingtons Automotive GmbH;Beekebreite 18-20;D;49124;Georgsmarienhütte;;;537001;Volkswagen AG;J.Jonasa 1;SK;81000;Bratislava;;;J96C9;;;;2;501485;;;;;;24;0;0;0,37;;;;;;FV;600922;;104;13.06.2013;PD430ED;NV;602646;;065;12.06.2013;BS-XX780;01;GSV;903
1;VW;H;8762118;F;FBR;12.06.2013;168912;Farmingtons Automotive GmbH;Beekebreite 18-20;D;49124;Georgsmarienhütte;;;537001;Volkswagen AG;J.Jonasa 1;SK;81000;Bratislava;;;J96C9;;;;24;523446;;;;;;72;0;0;2,064;;;;;;FV;600922;;104;13.06.2013;PD430ED;NV;602646;;065;12.06.2013;BS-XX780;01;GSV;904
