<http://geoknow.eu/wp5/actor/100568>	Jädekamp 30, Hannover, Germany	success	[{"place_id":"2471427163","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"node","osm_id":"2398049864","boundingbox":[52.4176015,52.4177015,9.6380768,9.6381768],"lat":"52.4176515","lon":"9.6381268","display_name":"30, Jädekamp, Stöcken, Herrenhausen-Stöcken, Hannover, Region Hannover, Niedersachsen (Landmasse), 30419, Deutschland, European Union","class":"place","type":"house","importance":0.801}]
<http://geoknow.eu/wp5/actor/100388>	Hullerser Landstr.48, Einbeck, Germany	success	[{"place_id":"36319178","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"22991672","boundingbox":["51.8162247","51.8177369","9.8397403","9.8578938"],"lat":"51.8171621","lon":"9.8476024","display_name":"Hullerser Landstraße, Einbeck, Landkreis Northeim, Niedersachsen (Landmasse), 37574, Deutschland, European Union","class":"highway","type":"tertiary","importance":0.7}]
<http://geoknow.eu/wp5/actor/100418>	Weidauer Str. 15, Schwarzenberg, Germany	success	[{"place_id":"45787513","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"39089603","boundingbox":["50.5450982","50.5458961","12.7887312","12.7891715"],"lat":"50.5451629","lon":"12.7887593","display_name":"Weidauerstraße, Wildenau, Schwarzenberg, Erzgebirgskreis, Sachsen, Deutschland, European Union","class":"highway","type":"residential","importance":0.7},{"place_id":"48216202","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"42712557","boundingbox":["50.5458961","50.5464495","12.7891715","12.789478"],"lat":"50.5464495","lon":"12.789478","display_name":"Weidauerstraße, Wildenau, Schwarzenberg, Erzgebirgskreis, Sachsen, Deutschland","class":"highway","type":"residential","importance":0.7},{"place_id":"44685520","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"39089604","boundingbox":["50.5464495","50.5465299","12.789478","12.7895209"],"lat":"50.5465299","lon":"12.7895209","display_name":"Weidauerstraße, Wildenau, Schwarzenberg, Erzgebirgskreis, Sachsen, Deutschland","class":"highway","type":"footway","importance":0.675}]
<http://geoknow.eu/wp5/actor/150590>	Nienwohler Eck 5-6, Lüder / Reinstorf, Germany	success	[]
<http://geoknow.eu/wp5/actor/100725>	Am Güterverkehrszentrum, Salzgitter, Germany	success	[{"place_id":"39101190","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"26245027","boundingbox":["52.1847999","52.1902175","10.4383042","10.4391399"],"lat":"52.1875793","lon":"10.4387863","display_name":"Am Güterverkehrszentrum, Volkswagen AG Salzgitter, Beddingen, Salzgitter, Niedersachsen (Landmasse), 38239, Deutschland, European Union","class":"highway","type":"tertiary","importance":0.9},{"place_id":"37210483","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"26237952","boundingbox":["52.1823542","52.1874262","10.4323722","10.4349128"],"lat":"52.1840197","lon":"10.433246","display_name":"Am Güterverkehrszentrum, GVZ, Beddingen, Salzgitter, Niedersachsen (Landmasse), 38239, Deutschland, European Union","class":"highway","type":"tertiary","importance":0.9},{"place_id":"38483756","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"26245186","boundingbox":["52.1874262","52.1903263","10.4324564","10.4359862"],"lat":"52.1881473","lon":"10.435276","display_name":"Am Güterverkehrszentrum, GVZ, Beddingen, Salzgitter, Niedersachsen, 38239, Deutschland, European Union","class":"highway","type":"tertiary","importance":0.9},{"place_id":"38712812","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"26245118","boundingbox":["52.1902175","52.1904136","10.4359862","10.4390779"],"lat":"52.1903595","lon":"10.4373828","display_name":"Am Güterverkehrszentrum, Volkswagen AG Salzgitter, Beddingen, Salzgitter, Niedersachsen, 38239, Deutschland, European Union","class":"highway","type":"tertiary","importance":0.9}]
<http://geoknow.eu/wp5/actor/102544>	INDUSTRIESTR. 4, Langenhagen, Germany	success	[{"place_id":"54670227","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"60477516","boundingbox":["52.476881","52.4786481","9.7422602","9.7431355"],"lat":"52.477449","lon":"9.7425839","display_name":"Industriestraße, Weiherfeld - Ost, Kaltenweide, Langenhagen, Region Hannover, Niedersachsen, 30853, Deutschland","class":"highway","type":"residential","importance":0.5}]
<http://geoknow.eu/wp5/actor/100439>	Am Sandberg 9, Elstra, Germany	success	[{"place_id":"38338418","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"25978953","boundingbox":["51.1926081","51.1950109","14.1363301","14.1401153"],"lat":"51.1941572","lon":"14.1379609","display_name":"Am Sandberg, Kindisch, Elstra, Bautzen, Sachsen, 01920, Deutschland, European Union","class":"highway","type":"residential","importance":0.9},{"place_id":"38169904","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"25978793","boundingbox":["51.1926081","51.1928179","14.1358803","14.1403123"],"lat":"51.1926081","lon":"14.1380897","display_name":"Am Sandberg, Gewerbegebiet Rauschwitz, Kindisch, Elstra, Bautzen, Sachsen, 01920, Deutschland, European Union","class":"highway","type":"residential","importance":0.9}]
<http://geoknow.eu/wp5/actor/100643>	Gutenbergstr. 1, Löningen, Germany	success	[{"place_id":"46785756","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"40590321","boundingbox":["52.7368844","52.7378641","7.7825818","7.7838519"],"lat":"52.73737425","lon":"7.7835322926848","display_name":"1, Gutenbergstraße, Böen, Löningen, Landkreis Cloppenburg, Niedersachsen, 49624, Deutschland","class":"place","type":"house","importance":0.701}]
<http://geoknow.eu/wp5/actor/102562>	FALLERSLEBER-TOR-WALL 7-9, Braunschweig, Germany	success	[{"place_id":"37882729","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"24912713","boundingbox":["52.2692757","52.2715361","10.5294502","10.5301153"],"lat":"52.2710275","lon":"10.5296042","display_name":"Fallersleber-Tor-Wall, Innenstadt, Braunschweig, Niedersachsen, 38100, Deutschland","class":"highway","type":"residential","importance":1.1},{"place_id":"21091544","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"5088350","boundingbox":["52.2715361","52.2719876","10.529311","10.5294502"],"lat":"52.2719876","lon":"10.529311","display_name":"Fallersleber-Tor-Wall, Siegfriedviertel, Nordstadt, Braunschweig, Niedersachsen (Landmasse), 38106, Deutschland, European Union","class":"highway","type":"footway","importance":1.075}]
<http://geoknow.eu/wp5/actor/101623>	Oststraße 138, Norderstedt, Germany	success	[{"place_id":"39969572","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"28009422","boundingbox":["53.7219468","53.72209","10.0242474","10.0257796"],"lat":"53.7219468","lon":"10.0242474","display_name":"Oststraße, Gewerbegebiet Harkshörn, Harksheide, Norderstedt, Kreis Segeberg, Schleswig-Holstein, 22844, Deutschland","class":"highway","type":"residential","importance":0.8},{"place_id":"85251038","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"152263289","boundingbox":["53.7230014","53.7421991","10.021834","10.0239345"],"lat":"53.7324888","lon":"10.0227449","display_name":"Oststraße, Gewerbegebiet Harkshörn, Friedrichsgabe, Norderstedt, Kreis Segeberg, Schleswig-Holstein (Landmasse), 22844, Deutschland, European Union","class":"highway","type":"tertiary","importance":0.8},{"place_id":"86443009","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"154452683","boundingbox":["53.7205972","53.7230014","10.0239336","10.0248664"],"lat":"53.7217586","lon":"10.0242827","display_name":"Oststraße, Gewerbegebiet Harkshörn, Harksheide, Norderstedt, Kreis Segeberg, Schleswig-Holstein (Landmasse), 22844, Deutschland, European Union","class":"highway","type":"residential","importance":0.8},{"place_id":"20971336","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"4069261","boundingbox":["53.7407136","53.7409109","10.0175262","10.021834"],"lat":"53.7407193","lon":"10.0181061","display_name":"Oststraße, Gewerbegebiet Harkshörn, Friedrichsgabe, Norderstedt, Kreis Segeberg, Schleswig-Holstein, 22844, Deutschland","class":"highway","type":"residential","importance":0.8}]
<http://geoknow.eu/wp5/actor/102813>	Gansper Helmer 4, Berne, Germany	success	[{"place_id":"38013209","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"25748627","boundingbox":["53.1716155","53.1759474","8.5405807","8.5452938"],"lat":"53.1751409","lon":"8.5432305","display_name":"Gansper Helmer, Berne, Landkreis Wesermarsch, Niedersachsen, 27804, Deutschland, European Union","class":"highway","type":"track","importance":0.9},{"place_id":"37889317","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"25538487","boundingbox":["53.1759405","53.1792382","8.545424","8.5466913"],"lat":"53.1774478","lon":"8.5458531","display_name":"Gansper Helmer, Berne, Landkreis Wesermarsch, Niedersachsen, 27804, Deutschland, European Union","class":"highway","type":"unclassified","importance":0.9}]
<http://geoknow.eu/wp5/actor/103106>	Procter & Gamble Str. 1, Crailsheim, Germany	success	[]
<http://geoknow.eu/wp5/actor/100561>	Otto-Brenner-Str. 7, Lüneburg, Germany	success	[{"place_id":"39439522","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"28619326","boundingbox":["53.2404214","53.2495743","10.4694589","10.4786887"],"lat":"53.2476614","lon":"10.4768093","display_name":"Otto-Brenner-Straße, Ebensberg, Lüneburg, Landkreis Lüneburg, Niedersachsen, Deutschland","class":"highway","type":"residential","importance":1.1},{"place_id":"26926876","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"13042220","boundingbox":["53.2363301","53.2404214","10.4786887","10.4839837"],"lat":"53.2373414","lon":"10.4795387","display_name":"Otto-Brenner-Straße, Hagen, Lüneburg, Landkreis Lüneburg, Niedersachsen (Landmasse), 21403, Deutschland, European Union","class":"highway","type":"residential","importance":1.1}]
<http://geoknow.eu/wp5/actor/100697>	Grubenweg 22, Bad Harzburg, Germany	success	[{"place_id":"45626192","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"38049759","boundingbox":["51.8834365","51.8867412","10.5468101","10.5491092"],"lat":"51.8853434","lon":"10.5476749","display_name":"Grubenweg, Bündheim, Bad Harzburg, Landkreis Goslar, Niedersachsen, 38667, Deutschland, Europe","class":"highway","type":"residential","importance":0.8}]
<http://geoknow.eu/wp5/actor/100322>	Benzstr. 1, Hildesheim, Germany	success	[{"place_id":"38060699","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"25331589","boundingbox":["52.1681247","52.1694357","9.9862602","9.9870486"],"lat":"52.1689165","lon":"9.986784","display_name":"Benzstraße, Gewerbegebiet Bavenstedt Ost, Bavenstedt, Hildesheim, Landkreis Hildesheim, Niedersachsen, 31135, Deutschland, Europe","class":"highway","type":"residential","importance":0.6}]
<http://geoknow.eu/wp5/actor/150127>	Karl-Scharfenberg-Str. 1, Salzgitter / Engerode, Germany	success	[]
<http://geoknow.eu/wp5/actor/100345>	Industriestr. 2A, Luckenwalde, Germany	success	[{"place_id":"38773287","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"26948671","boundingbox":["52.075885","52.0803938","13.1535071","13.157203"],"lat":"52.0778194","lon":"13.1546717","display_name":"Industriestraße, Luckenwalde, Teltow-Fläming, Brandenburg-Südwest-Südost, Brandenburg, 14943, Deutschland, European Union","class":"highway","type":"residential","importance":0.5},{"place_id":"40111515","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"28207048","boundingbox":["52.077795","52.0786002","13.1433758","13.1442367"],"lat":"52.0780738","lon":"13.1442367","display_name":"Industriestraße, Luckenwalde, Teltow-Fläming, Brandenburg-Südwest-Südost, Brandenburg, 14943, Deutschland","class":"highway","type":"residential","importance":0.5}]
<http://geoknow.eu/wp5/actor/156769>	In der Tütenbecke 27, Espelkamp, Germany	success	[]
<http://geoknow.eu/wp5/actor/100546>	Sonnenstr. 29, Hartha, Germany	success	[{"place_id":"5179539","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"node","osm_id":"558553255","boundingbox":[51.0935686,51.0936686,12.9776536,12.9777536],"lat":"51.0936186","lon":"12.9777036","display_name":"Pierburg Pump Technology GmbH, 29, Sonnenstraße, Hartha, Mittelsachsen, Sachsen, 04746, Deutschland, European Union","class":"place","type":"house","importance":0.501}]
<http://geoknow.eu/wp5/actor/150285>	Industrieweg 9, Zerbst, Germany	success	[{"place_id":"54846709","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"60901024","boundingbox":["51.9516227","51.9579909","12.0922349","12.0967571"],"lat":"51.954003","lon":"12.0950915","display_name":"Industrieweg, Bias, Zerbst/Anhalt, Anhalt-Bitterfeld, Sachsen-Anhalt, 39261, Deutschland","class":"highway","type":"residential","importance":0.7}]
<http://geoknow.eu/wp5/actor/100092>	J.-F.-Kennedy-Str. 43-53, Salzgitter, Germany	success	[{"place_id":"37404263","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"24213993","boundingbox":["52.1387521","52.1392408","10.2932224","10.2933408"],"lat":"52.1392408","lon":"10.2933408","display_name":"J.-F.-Kennedy-Straße, Fredenberg, Salzgitter, Niedersachsen, 38228, Deutschland, European Union","class":"highway","type":"secondary","importance":1.2},{"place_id":"38637597","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"26827925","boundingbox":["52.1340656","52.1353024","10.2922043","10.2924773"],"lat":"52.1351308","lon":"10.2924394","display_name":"J.-F.-Kennedy-Straße, Lichtenberg, Salzgitter, Niedersachsen, 38228, Deutschland, European Union","class":"highway","type":"secondary","importance":1.2}]
<http://geoknow.eu/wp5/actor/102817>	Raiffeisenstr. 2, Vechelde, Germany	success	[{"place_id":"36649788","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"23130919","boundingbox":["52.2577432","52.2584783","10.3494379","10.3539281"],"lat":"52.2580429","lon":"10.3513012","display_name":"Raiffeisenstraße, Wahle, Vechelde, Landkreis Peine, Niedersachsen, 38159, Deutschland, European Union","class":"highway","type":"residential","importance":0.5},{"place_id":"38375197","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"26284155","boundingbox":["52.2577432","52.2578063","10.3488456","10.3494379"],"lat":"52.2577432","lon":"10.3494379","display_name":"Raiffeisenstraße, Liedingen, Vechelde, Landkreis Peine, Niedersachsen, 38159, Deutschland, European Union","class":"highway","type":"service","importance":0.475}]
<http://geoknow.eu/wp5/actor/154597>	Mühlhoff 5, Plettenberg, Germany	success	[{"place_id":"52510029","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"53354640","boundingbox":["51.1940065","51.196477","7.8078461","7.8161287"],"lat":"51.19524175","lon":"7.81151534231229","display_name":"Mühlhoff, Märkischer Kreis, Regierungsbezirk Arnsberg, Nordrhein-Westfalen, Deutschland, European Union","class":"place","type":"village","importance":0.875,"icon":"http://open.mapquestapi.com/nominatim/v1/images/mapicons/poi_place_village.p.20.png"}]
<http://geoknow.eu/wp5/actor/153995>	Gallhorner Flatt 4, Schneverdingen, Germany	success	[{"place_id":"38548740","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"26517091","boundingbox":["53.1037631","53.1053059","9.7950988","9.7988531"],"lat":"53.1037852","lon":"9.7973175","display_name":"Gallhorner Flatt, Schneverdingen, Landkreis Heidekreis, Niedersachsen (Landmasse), 29640, Deutschland, European Union","class":"highway","type":"residential","importance":0.9}]
<http://geoknow.eu/wp5/actor/102547>	Schultwiete12, Hoisdorf, Germany	success	[{"place_id":"97815534","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"relation","osm_id":"454194","boundingbox":["53.6316287","53.6831447","10.2942944","10.3721736"],"lat":"53.6530061","lon":"10.3186485","display_name":"Hoisdorf, Siek, Stormarn, Schleswig-Holstein, Deutschland","class":"boundary","type":"administrative","importance":0.72995238020564,"icon":"http://open.mapquestapi.com/nominatim/v1/images/mapicons/poi_boundary_administrative.p.20.png"}]
<http://geoknow.eu/wp5/actor/102575>	Jädekamp 30, Hannover, Germany	success	[{"place_id":"2471427163","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"node","osm_id":"2398049864","boundingbox":[52.4176015,52.4177015,9.6380768,9.6381768],"lat":"52.4176515","lon":"9.6381268","display_name":"30, Jädekamp, Stöcken, Herrenhausen-Stöcken, Hannover, Region Hannover, Niedersachsen (Landmasse), 30419, Deutschland, European Union","class":"place","type":"house","importance":0.801}]
<http://geoknow.eu/wp5/actor/156652>	Königswinkel 2, Blomberg, Germany	success	[{"place_id":"40056617","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"30851077","boundingbox":["51.9326684","51.9336909","9.1007272","9.1011547"],"lat":"51.9330968","lon":"9.100979","display_name":"Königswinkel, Blomberg, Kreis Lippe, Regierungsbezirk Detmold, Nordrhein-Westfalen, 32825, Deutschland","class":"highway","type":"secondary","importance":0.9},{"place_id":"40524166","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"28868390","boundingbox":["51.9309155","51.9326684","9.1011547","9.1016282"],"lat":"51.9317823","lon":"9.1015131","display_name":"Königswinkel, Blomberg, Kreis Lippe, Regierungsbezirk Detmold, Nordrhein-Westfalen, 32825, Deutschland, European Union","class":"highway","type":"secondary","importance":0.9}]
<http://geoknow.eu/wp5/actor/103232>	Dortmunder Str. 6, Bremen, Germany	success	[{"place_id":"46483557","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"38982285","boundingbox":["53.0588547","53.0617876","8.7786922","8.783737"],"lat":"53.0612053","lon":"8.7826981","display_name":"Dortmunder Straße, Neuenland, Neustadt (Stadtteil), Stadtbezirk Bremen-Süd, Bremen, 28199, Deutschland, European Union","class":"highway","type":"secondary","importance":0.7},{"place_id":"21461858","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"4969798","boundingbox":["53.0573412","53.0588547","8.7757648","8.7786922"],"lat":"53.057509","lon":"8.7763858","display_name":"Dortmunder Straße, Neuenland, Neustadt (Stadtteil), Stadtbezirk Bremen-Süd, Bremen, 28199, Deutschland, European Union","class":"highway","type":"tertiary","importance":0.7}]
<http://geoknow.eu/wp5/actor/100531>	Rheinstraße 40, Oldenburg, Germany	success	[{"place_id":"36494125","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"22902328","boundingbox":["53.1377808","53.1389632","8.2262876","8.2310463"],"lat":"53.1386178","lon":"8.227399","display_name":"Rheinstraße, Alter Stadthafen, Osternburg, Oldenburg, Niedersachsen, 26135, Deutschland, European Union","class":"highway","type":"residential","importance":0.8}]
<http://geoknow.eu/wp5/actor/155542>	Hauptstrasse 80, Beckedorf, Germany	success	[]
<http://geoknow.eu/wp5/actor/13791>	Zum Wasserturm 79-1, Schmölln, Germany	success	[{"place_id":"38546674","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"28424763","boundingbox":["50.876465","50.8773868","12.3320059","12.3325146"],"lat":"50.8769893","lon":"12.3322603","display_name":"Zum Wasserturm, Sommeritz, Schmölln, Altenburger Land, Thüringen, 04626, Deutschland, European Union","class":"highway","type":"residential","importance":1},{"place_id":"30877127","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"16779216","boundingbox":["50.8764903","50.8765804","12.3312393","12.3318765"],"lat":"50.8765433","lon":"12.3314948","display_name":"Zum Wasserturm, Sommeritz, Schmölln, Altenburger Land, Thüringen, 04626, Deutschland, European Union","class":"highway","type":"tertiary","importance":1},{"place_id":"40260775","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"way","osm_id":"28425992","boundingbox":["50.874181","50.8760527","12.3403223","12.3504451"],"lat":"50.874989","lon":"12.3460683","display_name":"Zum Wasserturm, Sommeritz, Schmölln, Altenburger Land, Thüringen, 04626, Deutschland, European Union","class":"highway","type":"unclassified","importance":1}]
<http://geoknow.eu/wp5/actor/103252>	Chromstr. 129, Verl, Germany	success	[{"place_id":"4582719","licence":"Data © OpenStreetMap contributors, ODbL 1.0. http://www.openstreetmap.org/copyright","osm_type":"node","osm_id":"455901837","boundingbox":[51.8662285,51.8663285,8.4691139,8.4692139],"lat":"51.8662785","lon":"8.4691639","display_name":"129, Chromstraße, Sürenheide, Verl, Kreis Gütersloh, Regierungsbezirk Detmold, Nordrhein-Westfalen, 33415, Deutschland","class":"place","type":"house","importance":0.501}]
